candidate_id,gross_list_status,gross_list_name,canonical_product_id,slug,brand,model,family,current_status,provisional_decision,final_decision,decision_change_reason,rank,score,confidence,trusted_active_total,safe_proposal_total,source_count,price_evidence,matchability_risk,variant_decision,query_readiness,main_reason,promotion_or_removal_trigger,evidence_basis,candidate_origin,hierarchy_role,kg_status,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits
CAND-0036,duplicate_consolidated,Roland Jupiter-6,5a14382e-d200-47ef-a2e3-d7eeb8c9d1a0,roland-jupiter-6,Roland,Jupiter-6,Vintage synthesizers,standard/qa_only,reserve,reserve,Unchanged from Prompt 03.,3,60,medium,12,38,2,"median 36000 DKK (p25 1166 / p75 42075, n=50)",45 deferrals (ambiguous_tie:44 non_product_intent:1); 0 rejected,Distinct from Jupiter-8/-4.,Not an incumbent; DBA evidence incidental.,"50 records and a 36.0k median, but p25 1,166 DKK and 45 deferrals.",PROMOTE when p25 rises above 40% of median after parts exclusions.,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0037,duplicate_consolidated,Neumann TLM 103,35044f99-0871-4294-8dbd-32afeefcc5db,neumann-tlm-103,Neumann,TLM 103,Studio microphones,standard/qa_only,excluded,reserve,"NEW from gross list ""Neumann TLM 103"".",4,58,medium,10,26,1,"median 6478 DKK (p25 5475 / p75 8389, n=36)",0 deferrals; 78 rejected,TLM 103 only; distinct from TLM 102/107/170.,Reverb-only.,"36 records, tight 5.5k-8.4k band, but 78 rejections from the TLM line.",PROMOTE when rejections fall below 20.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0038,exact_match,Neumann U67,9637ace0-336f-41d2-bc0c-d122e75b73dd,neumann-u67,Neumann,U67,Studio microphones,standard/qa_only,reserve,reserve,Unchanged from Prompt 03.,5,56,low,11,20,1,"median 53762 DKK (p25 26560 / p75 81851, n=31)",2 deferrals (non_product_intent:1 low_confidence:1); 25 rejected,Vintage U 67 vs 2018 reissue.,Reverb-only; no CSP.,"31 records, 26.6k-81.9k band.",PROMOTE when split by generation.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0039,variant_split,Akai MPC2000 / MPC2000XL,774716ff-a54a-4b8a-b619-64aa351ae635,akai-mpc2000xl,Akai,MPC2000XL,Drum machines & samplers,standard/qa_only,reserve,reserve,Unchanged from Prompt 03.,6,55,low,10,18,1,"median 7126 DKK (p25 5992 / p75 12956, n=28)",2 deferrals (ambiguous_tie:1 non_product_intent:1); 32 rejected,MPC2000XL vs MPC2000 - both exist as KG rows in one gross-list family; the MPC family page policy is unresolved.,Reverb-only.,"28 records, 6.0k-13.0k band, 32 rejections.",PROMOTE when the MPC family page boundaries are decided.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0040,exact_match,Roland JX-3P,fe7b64e7-cf2e-4de0-aaf1-3b22628b44dd,roland-jx-3p,Roland,JX-3P,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Roland JX-3P"".",7,55,low,0,43,1,"median 7573 DKK (p25 5182 / p75 9717, n=43)",47 deferrals (ambiguous_tie:43 non_product_intent:3); 0 rejected,JX-3P only; distinct from JX-8P and PG-200 programmer.,Reverb-only.,"43 records, 5.2k-9.7k band, but 47 deferrals.",PROMOTE when ambiguity drops below 10%.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0041,duplicate_consolidated,Manley ELOP,d53a889e-63be-4eb7-a2e1-b011f94557b3,manley-elop,Manley,ELOP,Studio outboard,standard/qa_only,excluded,reserve,"NEW from gross list ""Manley ELOP"".",8,54,low,4,7,1,"median 14252 DKK (p25 12956 / p75 21371, n=11)",7 deferrals (ambiguous_tie:7); 5 rejected,ELOP only; distinct from ELOP+ and VOXBOX.,Reverb-only.,"11 records, 13.0k-21.4k band.",PROMOTE when supply exceeds 15.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0042,variant_split,Rhodes Mark I / Mark II / Mark V Stage,8140937c-2f87-4c9f-ad59-5e808c9275f2,rhodes-mark-i-stage-88,Rhodes,Mark I Stage 88,Electric pianos,legendary/public,incumbent_removed,incumbent_removed,Unchanged from Prompt 03 (incumbent removal).,9,54,low,1,1,2,"median 40535 DKK (p25 37250 / p75 40535, n=2)",0 deferrals; 0 rejected,88-key Stage; correctly split from the 73-key pages.,"Incumbent query; no CSP, no subcategory.",Two records.,PROMOTE when active records exceed 8.,gross_list+klup_trusted+klup_dryrun+incumbent_query,gross_list_336,,exact_kg_product,,,
CAND-0043,exact_match,Akai MPC60 / MPC60II,bc3e6626-435f-48d1-876f-eb8e08644224,akai-mpc60,Akai,MPC60,Drum machines & samplers,standard/qa_only,excluded,reserve,"NEW from gross list ""Akai MPC60 / MPC60II"".",10,53,low,4,4,1,"median 28063 DKK (p25 23184 / p75 31103, n=8)",0 deferrals; 57 rejected,MPC60 vs MPC60II in one gross-list family.,Reverb-only.,"8 records, 57 rejections.",PROMOTE when supply exceeds 15 and rejections fall.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0044,duplicate_consolidated,ARP 2600,94a1d89d-2bae-42c8-aeac-4706a7729eed,arp-2600,Arp,ARP 2600,Vintage synthesizers,legendary/public,incumbent_removed,incumbent_removed,Unchanged from Prompt 03.,11,52,medium,0,28,3,"median 9000 DKK (p25 648 / p75 75710, n=27)",19 deferrals (ambiguous_tie:18 copy_or_reference:1); 3 rejected,"SPLIT REQUIRED: original ARP (1971), Korg ARP 2600 FS reissue, Behringer 2600 clone.",Incumbent query; CSP set. DBA returns zero results.,"27 records but p25 648 and p75 75,710 - a 100x band mixing three products. Zero trusted matches.",PROMOTE when split into original / Korg FS / clone-excluded pages.,gross_list+klup_trusted+klup_dryrun+incumbent_query,gross_list_336,,exact_kg_product,,,
CAND-0045,exact_match,Crumar Spirit,0f17b901-692d-4f2f-ab36-3cebeee963d1,crumar-spirit,Crumar,Spirit,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Crumar Spirit"".",12,52,low,0,14,1,"median 25552 DKK (p25 21378 / p75 31103, n=14)",0 deferrals; 2 rejected ; GENERIC MODEL TOKEN,"Spirit only. NOTE: ""Spirit"" also appears in the gross list under Aston Microphones - a cross-brand name collision.",Reverb-only.,"14 records, 21.4k-31.1k band, ZERO deferrals, but zero trusted matches and an obscure instrument.",PROMOTE on trusted-match conversion.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0046,exact_match,Moog Memorymoog,67d2fb6f-523e-4a21-970f-26c02d16fdf7,moog-memorymoog,Moog,Memorymoog,Vintage synthesizers,standard/qa_only,reserve,reserve,Unchanged from Prompt 03.,13,52,low,0,36,1,"median 60717 DKK (p25 624 / p75 91154, n=36)",32 deferrals (ambiguous_tie:24 non_product_intent:5); 0 rejected,Memorymoog vs Memorymoog Plus / LAMM.,Reverb-only.,"36 records but p25 624 vs median 60,717, and 32 deferrals.",PROMOTE when p25 rises above 40% of median.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0047,duplicate_consolidated,Neumann U47,320e7e96-e759-4bce-bd14-230e9fed84bf,neumann-u47,Neumann,U 47,Studio microphones,standard/qa_only,reserve,reserve,Unchanged from Prompt 03.,14,52,low,26,3,1,"median 43318 DKK (p25 28471 / p75 187085, n=29)",9 deferrals (shared_identifier_conflict:9); 23 rejected,SPLIT REQUIRED: vintage U 47 vs U 47 fet vs reissues. Telefunken U47/U48 is a separate gross-list family.,Reverb-only; 28 aliases.,"Median 43,318 but p75 187,085; the alias set is too broad to navigate safely.",PROMOTE when the alias set is curated and the band tightens.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0048,exact_match,Solid State Logic Fusion,4429ba1b-383e-4a63-b343-a006360400c9,ssl-fusion,SSL,Fusion,Studio outboard,standard/qa_only,excluded,reserve,"NEW from gross list ""Solid State Logic Fusion"".",15,52,medium,18,1,1,"median 15476 DKK (p25 9978 / p75 17491, n=19)",10 deferrals (low_confidence:8 ambiguous_tie:1); 27 rejected,Fusion only; distinct from the 4000-series consoles and Bus+.,Reverb-only.,"19 records, 10.0k-17.5k band, but a 2019 product with 27 rejections.",PROMOTE if modern outboard is confirmed as a launch category.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0049,exact_match,Roland JX-8P / Super JX-10,4c02851f-ab77-4063-a2a3-40ba9c19e26e,roland-jx-8p,Roland,JX-8P,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Roland JX-8P / Super JX-10"".",16,50,low,2,64,2,"median 4200 DKK (p25 84 / p75 7676, n=66)",23 deferrals (ambiguous_tie:22 non_product_intent:1); 0 rejected,JX-8P only; Super JX-10 is a different instrument in the same gross-list family.,Finn evidence incidental.,"66 records but p25 84 DKK against a 4,200 median - dominated by PG-800 programmers and parts.",PROMOTE when p25 rises above 40% of median.,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0050,duplicate_consolidated,API 550A,8c3117c6-baa7-42d4-8db6-aa85ce4a1a2c,api-550a,API,550A,Studio outboard,standard/qa_only,excluded,reserve,"NEW from gross list ""API 550A"".",17,49,low,2,17,1,"median 14371 DKK (p25 7354 / p75 27791, n=19)",1 deferrals (ambiguous_tie:1); 78 rejected,550A only; distinct from 550b and the 500-series clones.,Reverb-only.,19 records but 78 rejections and a 7.4k-27.8k band.,PROMOTE when rejections fall below 20.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0051,duplicate_consolidated,Kush Audio Clariphonic,8a4be504-6dca-404c-b37b-a4842971a9f9,kush-clariphonic,Kush Audio,Clariphonic,Studio outboard,standard/qa_only,excluded,reserve,"NEW from gross list ""Kush Audio Clariphonic"".",18,49,low,3,5,1,"median 7767 DKK (p25 7288 / p75 11693, n=8)",0 deferrals; 0 rejected,Clariphonic DSP/MKII variants not separated.,Reverb-only.,"8 records, ZERO deferrals and ZERO rejections, but very thin supply.",PROMOTE when supply exceeds 15.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0052,variant_split,Roland System-100 / 100M,48a084dd-ba80-42ba-9797-efdd5f240e60,roland-system-100m,Roland,System 100m,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Roland System-100 / 100M"" (variant split).",19,49,low,0,28,1,"median 4772 DKK (p25 1086 / p75 10851, n=28)",3 deferrals (copy_or_reference:2 ambiguous_tie:1); 0 rejected,SPLIT from System-100. Modular rack system; module-level listings dominate.,Reverb-only.,"28 records but p25 1,086 vs median 4,772 - the matches are individual modules, not systems.",PROMOTE when whole-system listings can be separated from module listings.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0053,duplicate_consolidated,Oberheim OB-Xa,ed747820-9953-4055-a71f-7d745ebaeb6f,oberheim-ob-xa,Oberheim,OB-Xa,Vintage synthesizers,legendary/public,incumbent_removed,incumbent_removed,Unchanged from Prompt 03.,20,48,medium,0,29,2,"median 2721 DKK (p25 374 / p75 46642, n=28)",16 deferrals (ambiguous_tie:16); 0 rejected,Mutually inseparable from OB-X and OB-X8.,Incumbent query; CSP set.,"ZERO trusted matches, 28 records, median 2,721 with p75 46,642.",Same as OB-X.,gross_list+klup_trusted+klup_dryrun+incumbent_query,gross_list_336,,exact_kg_product,,,
CAND-0054,duplicate_consolidated,Yamaha CS-50 / CS-60,3ea0498d-ea56-4603-9d02-e1c44ef50592,yamaha-cs-50,Yamaha,CS-50,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Yamaha CS-50 / CS-60"".",21,48,low,0,27,1,"median 7795 DKK (p25 780 / p75 62362, n=27)",0 deferrals; 0 rejected,CS-50 and CS-60 are different instruments in one gross-list family.,Reverb-only.,"27 records but p25 780 vs median 7,795 and a 62k p75 - bimodal.",PROMOTE when CS-50 and CS-60 are split.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0055,exact_match,Elka Synthex,12b2c46c-75b6-4f7c-84ed-3bf627ec03c0,elka-synthex,Elka,Synthex,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Elka Synthex"".",22,47,low,0,13,1,"median 131739 DKK (p25 249 / p75 144212, n=13)",1 deferrals (ambiguous_tie:1); 0 rejected,Synthex only; Mk I/II not separated.,Reverb-only.,"13 records, median 131,739 with p25 249 - bimodal.",PROMOTE when p25 rises above 40% of median.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0056,exact_match,Korg Poly-800,92653139-5144-47b5-8cb6-b88f48710d8a,korg-poly-800,Korg,Poly-800,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Korg Poly-800"".",23,47,low,0,44,1,"median 2261 DKK (p25 582 / p75 4209, n=44)",33 deferrals (ambiguous_tie:31 non_product_intent:2); 1 rejected,Poly-800 only; distinct from Poly-61 and Mono/Poly.,Reverb-only.,"44 records but median 2,261 with p25 582, and 33 deferrals.",PROMOTE when p25 rises above 40% of median.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0057,exact_match,Korg Trident,89a6f2d7-9fd0-4d67-93ed-307aa515d5f2,korg-trident,Korg,Trident,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Korg Trident"".",24,47,low,0,14,1,"median 28504 DKK (p25 194 / p75 31927, n=14)",12 deferrals (ambiguous_tie:12); 0 rejected,Trident only; Mk II not separated.,Reverb-only.,"14 records and a 28.5k median, but p25 194 - bimodal parts contamination.",PROMOTE when p25 rises above 40% of median.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0058,exact_match,Oberheim OB-X,1acf5130-9c9e-4ed5-923f-87dc7cfef20d,oberheim-ob-x,Oberheim,OB-X,Vintage synthesizers,legendary/public,incumbent_removed,incumbent_removed,Unchanged from Prompt 03.,25,47,medium,0,19,2,"median 103617 DKK (p25 1455 / p75 116921, n=18)",18 deferrals (ambiguous_tie:16 copy_or_reference:1); 0 rejected,Mutually inseparable from OB-Xa and OB-X8 in current data.,Incumbent query; CSP set.,"ZERO trusted matches, 18 records, 16 ambiguous ties, p25 1,455 vs median 103,617.",PROMOTE when OB-X / OB-Xa / OB-X8 ambiguity drops below 10%.,gross_list+klup_trusted+klup_dryrun+incumbent_query,gross_list_336,,exact_kg_product,,,
CAND-0059,duplicate_consolidated,Korg Wavestation,081d6e35-16e8-4546-9ca5-a66ab10e5117,korg-wavestation,Korg,Wavestation,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Korg Wavestation"".",26,46,low,8,8,1,"median 3118 DKK (p25 1442 / p75 4287, n=16)",19 deferrals (ambiguous_tie:19); 36 rejected,Wavestation / A/D / SR are different form factors and are not separated.,Reverb-only.,"16 records, 1.4k-4.3k band, 36 rejections.",PROMOTE when the A/D/SR variants are split.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0060,variant_split,Wurlitzer 200 / 200A / 204,7b2a3a46-76f5-4004-b8b1-a30156e8e83b,wurlitzer-200,Wurlitzer,200,Electric pianos,legendary/qa_only,incumbent_removed,incumbent_removed,Unchanged from Prompt 03 (incumbent removal).,27,46,medium,6,31,4,"median 2222 DKK (p25 741 / p75 29151, n=36)",35 deferrals (ambiguous_tie:18 brand_mismatch:12); 10 rejected,"INSEPARABLE from 200A - ""200"" is a strict prefix of ""200A"". Same gross-list family.",Incumbent query; qa_only.,"Median 2,222 with p75 29,151, 35 deferrals.",PROMOTE when a token rule can separate 200 / 200A / 204.,gross_list+klup_trusted+klup_dryrun+incumbent_query,gross_list_336,,exact_kg_product,,,
CAND-0061,variant_split,ARP Quadra,783303e3-d406-4f84-aa0d-0be50f385240,arp-quadra,Arp,Quadra,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""ARP Quadra"".",28,45,low,2,15,1,"median 37573 DKK (p25 311 / p75 60570, n=17)",6 deferrals (ambiguous_tie:3 non_product_intent:3); 1 rejected,Quadra only.,Reverb-only.,"17 records, median 37,573 but p25 311.",PROMOTE when p25 rises above 40% of median.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0062,exact_match,Korg Poly-61,2b3960b1-453a-42c0-ac4b-84c8638dd9e2,korg-poly-61,Korg,Poly-61,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Korg Poly-61"".",29,45,low,2,26,1,"median 3887 DKK (p25 453 / p75 6197, n=28)",35 deferrals (ambiguous_tie:33 non_product_intent:2); 5 rejected,Poly-61 only. Duplicate KG row korg-poly61 must be consolidated.,Reverb-only.,"28 records but p25 453 vs median 3,887, and 35 deferrals.",PROMOTE when duplicates are consolidated and p25 rises.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0063,exact_match,Roland TB-303,67ac8f9a-5064-4c43-9673-6360b92d3148,roland-tb-303,Roland,TB-303,Vintage synthesizers,standard/qa_only,excluded,reserve,"NEW from gross list ""Roland TB-303"".",30,45,low,0,22,1,"median 1754 DKK (p25 132 / p75 21594, n=22)",15 deferrals (low_confidence:11 ambiguous_tie:2); 2 rejected,TB-303 only; exclude Devil Fish mods and clones.,Reverb-only.,"22 records but median 1,754 with p25 132 - the matches are parts, clones and merchandise, not instruments.",PROMOTE when p25 rises above 40% of median.,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
