candidate_id,source_origin,source_row_label,brand,family_or_model,hierarchy_role,reconciliation_state,kg_mapping,canonical_product_id,slug,final_decision,score,confidence,lifecycle_proposal,decision_reason
GL-0095,gross_list_336,ARP	Odyssey,ARP,Odyssey 1,,variant_split,exact_kg_product,ff2f5191-2533-4275-ac7d-4735991f2dc7,arp-odyssey-1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0096,gross_list_336,ARP	Omni I / II,ARP,Omni I / II,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0097,gross_list_336,ARP	Pro Soloist,ARP,Pro Soloist,,duplicate_consolidated,exact_kg_product,65ddc188-c651-450d-854a-1b3a8d43ad30,arp-original-arp-pro-soloist--pro-dgx-synthesizer-rom-chip-z8-board-c,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0098,gross_list_336,ARP	Pro Soloist,ARP,Pro-Soloist,,duplicate_consolidated,exact_kg_product,9cca29f3-6429-4aa5-ad50-576bd765197a,arp-pro-soloist,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0099,gross_list_336,ARP	Pro Soloist,ARP,Pro Soloist Slider Knob,,duplicate_consolidated,exact_kg_product,af64a9eb-79d4-4926-92ab-dfd44488d419,arp-arp-pro-soloist-slider-knob,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0100,gross_list_336,ARP	Pro Soloist,ARP,Pro Soloist,,duplicate_consolidated,exact_kg_product,cc7390e7-68a9-4f23-ae95-ef50a7a5ee78,arp-original-arp-pro-soloist--pro-dgx-synthesizer-rom-chip-z3-board-b,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0101,gross_list_336,ARP	Quadra,ARP,Quadra,,variant_split,exact_kg_product,783303e3-d406-4f84-aa0d-0be50f385240,arp-quadra,reserve,45,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""ARP Quadra""."
GL-0102,gross_list_336,ARP	Quadra,ARP,Quadra 1978✅ ULTRA RARE from ´70s -´80s✅ Professional Synthesizer✅ Cleaned & Full Checked ✅Legend,,variant_split,exact_kg_product,0fe1534b-157b-46dc-aae3-c442e7eae90d,arp-arp-quadra-1978-ultra-rare-from-70s-80s-professional-synthesizer-cleaned--full-checked-legend,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0103,gross_list_336,ARP	Quadra,ARP,Quadra,,variant_split,exact_kg_product,237e39ec-96b8-4b43-bec2-1bd6a56b15d0,arp-used-set-of-35-original-arp-quadra-sliders-for-refurbishing-parts-repair,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0104,gross_list_336,ARP	Quadra,ARP,Quadra,,variant_split,exact_kg_product,64d832bb-2ade-4a24-ba52-f8d536b43a2e,arp-arp-quadra-1978-legend--ultra-rare-from-70s-80s-professional-synthesizer-cleaned--full-checked,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0105,gross_list_336,ARP	Quadra,ARP,Quadra 2463 Synthesizer (Serviced),,variant_split,exact_kg_product,9412a22f-0435-4588-ae7b-22e60edcdb40,arp-arp-quadra-2463-synthesizer-serviced,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0106,gross_list_336,ARP	Quadra,ARP,Quadra Serviced Keyboard Synthesizer Analog Synth Rare Vintage,,variant_split,exact_kg_product,d65cb750-b1ed-442e-aee7-e412e4afce7b,arp-arp-quadra-serviced-keyboard-synthesizer-analog-synth-rare-vintage,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0107,gross_list_336,ARP	Solina String Ensemble,ARP,Solina String Ensemble,,duplicate_consolidated,exact_kg_product,b1775a25-3e17-42da-a827-2f9a50b7e7e6,arp-arp-solina-string-ensemble-1970s-wood-og-volume-pedal-included,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0108,gross_list_336,ARP	Solina String Ensemble,ARP,Solina String Ensemble,,duplicate_consolidated,exact_kg_product,db244339-1874-4032-b205-fb7c408de5b4,arp-solina-string-ensemble,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0109,gross_list_336,Aston Microphones	Origin,Aston Microphones,Origin,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0110,gross_list_336,Aston Microphones	Spirit,Aston Microphones,Spirit,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0111,gross_list_336,Aston Microphones	Stealth,Aston Microphones,Stealth,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0112,gross_list_336,Audient	ASP800 / ASP880,Audient,ASP800 / ASP880,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0113,gross_list_336,Audient	iD44,Audient,iD44,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0114,gross_list_336,Austrian Audio	OC818,Austrian Audio,OC818,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0115,gross_list_336,Avalon	VT-737sp,Avalon,VT-737sp,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0116,gross_list_336,Binson	Echorec / Echorec 2,Binson,Echorec / Echorec 2,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0117,gross_list_336,Boss	DM-1 Delay Machine,Boss,DM-1 Delay Machine,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0118,gross_list_336,Boss	DM-2 / DM-3 Delay,Boss,DM-2 / DM-3 Delay,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0119,gross_list_336,Buchla	200 / 200e Series,Buchla,200 / 200e Series,,duplicate_consolidated,exact_kg_product,2785b36a-0bd5-4dde-9832-f526fb246621,buchla-200e-series,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0120,gross_list_336,Buchla	200 / 200e Series,Buchla,200 Series,,duplicate_consolidated,exact_kg_product,d3114a5a-c7d6-4693-b1f0-bf6594cb8b34,buchla-200-series,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0121,gross_list_336,Buchla	Music Easel,Buchla,Music Easel,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0122,gross_list_336,Burl Audio	B2 Bomber ADC / DAC,Burl Audio,B2 Bomber ADC / DAC,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0123,gross_list_336,Burl Audio	Mothership B16 / B80,Burl Audio,Mothership B16 / B80,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0124,gross_list_336,Calrec	Vintage EQ / Compressor Modules,Calrec,Vintage EQ / Compressor Modules,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0125,gross_list_336,Casio	CZ-101 / CZ-1 / CZ-5000,Casio,CZ-101 / CZ-1 / CZ-5000,,duplicate_consolidated,exact_kg_product,6455c2b1-89dc-4444-80f3-e2b7f9f6f31d,casio-cz-1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0126,gross_list_336,Casio	CZ-101 / CZ-1 / CZ-5000,Casio,CZ-5000,,duplicate_consolidated,exact_kg_product,692c888e-2afb-4b26-b994-7454c0414130,casio-cz-5000,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0127,gross_list_336,Casio	CZ-101 / CZ-1 / CZ-5000,Casio,CZ-101 / CZ-1 / CZ-5000,,duplicate_consolidated,exact_kg_product,a67ce1f1-aba9-46c3-af3e-bc7a77b86325,casio-cz-101,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0128,gross_list_336,Casio	FZ-1,Casio,FZ-1,,exact_match,exact_kg_product,f6779d9e-755e-4df7-ae2e-f711848423a2,casio-fz-1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0129,gross_list_336,Casio	RZ-1,Casio,RZ-1,,exact_match,exact_kg_product,43ea8fbd-8132-4019-9d28-6b3beaff0c42,casio-rz-1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0130,gross_list_336,Casio	SK-1 / SK-5,Casio,SK-1 / SK-5,,exact_match,exact_kg_product,4f302564-f833-4d14-9ccc-9306c970d11b,casio-sk-1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0131,gross_list_336,Casio	VL-1 (VL-Tone),Casio,VL-1 (VL-Tone),,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0132,gross_list_336,Casio	VZ-1,Casio,VZ-1,,exact_match,exact_kg_product,55fe25a4-6e96-42ee-b9f8-a8fa60e925ef,casio-vz-1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0133,gross_list_336,Chandler Limited	EMI TG12413 Zener Limiter,Chandler Limited,EMI TG12413 Zener Limiter,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0134,gross_list_336,Chandler Limited	REDD.47 Preamp,Chandler Limited,REDD.47 Preamp,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0135,gross_list_336,Chandler Limited	RS124 Compressor,Chandler Limited,RS124 Compressor,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0136,gross_list_336,Chandler Limited	TG1 Limiter,Chandler Limited,TG1 Limiter,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0137,gross_list_336,Chandler Limited	TG12345 Curve Bender,Chandler Limited,TG12345 Curve Bender,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0138,gross_list_336,Chilton	Talentmaker,Chilton,Talentmaker,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0139,gross_list_336,Coles	4038,Coles,4038,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0140,gross_list_336,Crumar	Bit One / Bit 99,Crumar,Bit One / Bit 99,,duplicate_consolidated,exact_kg_product,2feae162-4407-4dc5-a284-0997c6ef88f5,crumar-bit-99,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0141,gross_list_336,Crumar	Bit One / Bit 99,Crumar,Bit One / Bit 99,,duplicate_consolidated,exact_kg_product,602b5e2f-52da-4882-9502-e12c238fc063,crumar-bit-one,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0142,gross_list_336,Crumar	Multiman / Orchestrator,Crumar,Multiman-S,,exact_match,exact_kg_product,da5f48d1-82a9-4e36-98ae-20405aaeda0f,crumar-multiman-s,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0143,gross_list_336,Crumar	Performer,Crumar,Performer,,exact_match,exact_kg_product,27f64577-aeea-4f5f-9675-60d7b71b03d2,crumar-performer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0144,gross_list_336,Crumar	Spirit,Crumar,Spirit,,exact_match,exact_kg_product,0f17b901-692d-4f2f-ab36-3cebeee963d1,crumar-spirit,reserve,52,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Crumar Spirit""."
GL-0145,gross_list_336,dbx	160,dbx,160,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0146,gross_list_336,Dynacord	VRS-23,Dynacord,VRS-23,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0147,gross_list_336,Eko	Computerhythm,Eko,Computerhythm,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0148,gross_list_336,Electro-Harmonix	Memory Man / Deluxe Memory Man,Electro-Harmonix,Memory Man / Deluxe Memory Man,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0149,gross_list_336,Electro-Voice	RE20,Electro-Voice,RE20,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0150,gross_list_336,Elka	Rhapsody 490 / 610,Elka,Rhapsody 490 / 610,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0151,gross_list_336,Elka	Synthex,Elka,Synthex,,exact_match,exact_kg_product,12b2c46c-75b6-4f7c-84ed-3bf627ec03c0,elka-synthex,reserve,47,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Elka Synthex""."
GL-0152,gross_list_336,Elysia	Karacter,Elysia,Karacter,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0153,gross_list_336,Elysia	Mpressor,Elysia,Mpressor,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0154,gross_list_336,Elysia	Museq,Elysia,Museq,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0155,gross_list_336,Elysia	Xfilter,Elysia,Xfilter,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0156,gross_list_336,E-MU Systems	Audity 2000,E-MU Systems,Audity 2000,,exact_match,exact_kg_product,f3deab26-5acc-491f-b481-e434d5580451,e-mu-audity-2000,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0157,gross_list_336,E-MU Systems	Emulator I / II / III,E-MU Systems,Emulator I / II / III,,duplicate_consolidated,exact_kg_product,232d2257-ea88-4cee-8750-d3c15918c82e,e-mu-emulator-ii,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0158,gross_list_336,E-MU Systems	Emulator I / II / III,E-MU Systems,Emulator I / II / III,,duplicate_consolidated,exact_kg_product,e81aa499-3d82-480e-99f0-0dbc3a4c18d7,e-mu-emulator-iii,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0159,gross_list_336,E-MU Systems	Morpheus,E-MU Systems,Morpheus,,exact_match,exact_kg_product,83bce9b0-c742-40a8-b825-69495f5d0484,e-mu-morpheus,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0160,gross_list_336,E-MU Systems	Orbit / Planet Phatt,E-MU Systems,Orbit / Planet Phatt,,duplicate_consolidated,exact_kg_product,031f0144-dc8c-4d8c-b467-71471d18e131,e-mu-orbit-9090,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0161,gross_list_336,E-MU Systems	Orbit / Planet Phatt,E-MU Systems,Orbit / Planet Phatt,,duplicate_consolidated,exact_kg_product,7d830e5d-2483-4331-8119-4fbb1c510662,e-mu-orbit-3,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0162,gross_list_336,E-MU Systems	Orbit / Planet Phatt,E-MU Systems,Orbit / Planet Phatt,,duplicate_consolidated,exact_kg_product,83a2db5c-ed0d-4e11-9541-a110694244be,e-mu-planet-phatt,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0163,gross_list_336,E-MU Systems	Proteus 1 / 2 / 3,E-MU Systems,Proteus 1 / 2 / 3,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0164,gross_list_336,E-MU Systems	SP-12 / SP-1200,E-MU Systems,SP-1200,matchable_canonical_product,duplicate_consolidated,exact_kg_product,7547ed8f-be71-4297-925d-09b90d428478,emu-sp-1200,core,68,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""E-MU Systems SP-12 / SP-1200""."
